tk,think,tk -> think,2014-02-04,2f22c312-8df4-11e3-800a-58b035f91c4e
ts,this,ts -> this,2014-02-04,2f22c428-8df4-11e3-9cb1-58b035f91c4e
tos,those,tos -> those,2014-02-04,2f22c574-8df4-11e3-a4bd-58b035f91c4e
th,though,th -> though,2014-02-04,2f22c728-8df4-11e3-98dc-58b035f91c4e
tht,thought,tht -> thought,2014-02-04,2f22c85e-8df4-11e3-b1e5-58b035f91c4e
3,three,3 -> three,2014-02-04,2f22c98c-8df4-11e3-b82c-58b035f91c4e
thr,through,thr -> through,2014-02-04,2f22cacc-8df4-11e3-87e5-58b035f91c4e
ti,time,ti -> time,2014-02-04,2f22cbe4-8df4-11e3-b110-58b035f91c4e
tb,to be,tb -> to be,2014-02-04,2f22ccfa-8df4-11e3-9ca6-58b035f91c4e
tog,together,tog -> together,2014-02-04,2f22ce0a-8df4-11e3-8182-58b035f91c4e
tok,took,tok -> took,2014-02-04,2f22cf24-8df4-11e3-8fee-58b035f91c4e
t3,tree,t3 -> tree,2014-02-04,2f22d03a-8df4-11e3-8c8c-58b035f91c4e
2,two,2 -> two,2014-02-04,2f22d152-8df4-11e3-af5e-58b035f91c4e
ndr,under,ndr -> under,2014-02-04,2f22d268-8df4-11e3-b45d-58b035f91c4e
udr,under,udr -> under,2014-02-04,2f22d36e-8df4-11e3-90a4-58b035f91c4e
til,until,til -> until,2014-02-04,2f22d47a-8df4-11e3-93a9-58b035f91c4e
z,use,z -> use,2014-02-04,2f22d594-8df4-11e3-9cc9-58b035f91c4e
v,very,v -> very,2014-02-04,2f22d6a2-8df4-11e3-9e43-58b035f91c4e
vo,void,vo -> void,2014-02-04,2f22d7ae-8df4-11e3-8b7c-58b035f91c4e
w8,wait,w8 -> wait,2014-02-04,2f22d8c0-8df4-11e3-a8a8-58b035f91c4e
wa,walk,wa -> walk,2014-02-04,2f22d9cc-8df4-11e3-9b98-58b035f91c4e
wu,want,wu -> want,2014-02-04,2f22dada-8df4-11e3-87c2-58b035f91c4e
o,was,o -> was,2014-02-04,2f22dbfe-8df4-11e3-bb60-58b035f91c4e
wch,watch,wch -> watch,2014-02-04,2f22dd0a-8df4-11e3-97f4-58b035f91c4e
wat,water,wat -> water,2014-02-04,2f22de22-8df4-11e3-86e5-58b035f91c4e
wtr,water,wtr -> water,2014-02-04,2f22df08-8df4-11e3-ab14-58b035f91c4e
wer,water,wer -> water,2014-02-04,2f22dfee-8df4-11e3-9a9e-58b035f91c4e
wek,week,wek -> week,2014-02-04,2f22e0fe-8df4-11e3-9127-58b035f91c4e
w3,well,w3 -> well,2014-02-04,2f22e214-8df4-11e3-94d7-58b035f91c4e
wld,well done,wld -> well done,2014-02-04,2f22e322-8df4-11e3-9f54-58b035f91c4e
w9,went,w9 -> went,2014-02-04,2f22e42e-8df4-11e3-8a17-58b035f91c4e
wr,were,wr -> were,2014-02-04,2f22e548-8df4-11e3-a1d1-58b035f91c4e
wev,we've,wev -> we've,2014-02-04,2f22e676-8df4-11e3-8ccc-58b035f91c4e
wv,we've,wv -> we've,2014-02-04,2f22e764-8df4-11e3-86e5-58b035f91c4e
wt,what,wt -> what,2014-02-04,2f22e874-8df4-11e3-804e-58b035f91c4e
ws,what's,ws -> what's,2014-02-04,2f22e98a-8df4-11e3-aacc-58b035f91c4e
wn,when,wn -> when,2014-02-04,2f22eaa4-8df4-11e3-92a5-58b035f91c4e
wh,where,wh -> where,2014-02-04,2f22ebba-8df4-11e3-9cbd-58b035f91c4e
wi,which,wi -> which,2014-02-04,2f22ecc8-8df4-11e3-b093-58b035f91c4e
wli,while,wli -> while,2014-02-04,2f22edd4-8df4-11e3-9201-58b035f91c4e
whl,while,whl -> while,2014-02-04,2f22ef02-8df4-11e3-81b1-58b035f91c4e
wht,white,wht -> white,2014-02-04,2f22f0ec-8df4-11e3-a3fd-58b035f91c4e
hl,whole,hl -> whole,2014-02-04,2f22f592-8df4-11e3-849a-58b035f91c4e
y,why,y -> why,2014-02-04,2f22f934-8df4-11e3-97cc-58b035f91c4e
yd,why did,yd -> why did,2014-02-04,2f22fb78-8df4-11e3-800e-58b035f91c4e
wl,will,wl -> will,2014-02-04,2f22fd9e-8df4-11e3-b5e4-58b035f91c4e
w,with,w -> with,2014-02-04,2f22ffc6-8df4-11e3-99de-58b035f91c4e
wo,without,wo -> without,2014-02-04,2f2301e8-8df4-11e3-9312-58b035f91c4e
wk,work,wk -> work,2014-02-04,2f2303f0-8df4-11e3-8063-58b035f91c4e
wrl,world,wrl -> world,2014-02-04,2f230606-8df4-11e3-9ce5-58b035f91c4e
wd,would,wd -> would,2014-02-04,2f23083e-8df4-11e3-9cad-58b035f91c4e
yea,yeah,yea -> yeah,2014-02-04,2f230a82-8df4-11e3-8ad5-58b035f91c4e
y3,year,y3 -> year,2014-02-04,2f230c8a-8df4-11e3-8edc-58b035f91c4e
ye,yes,ye -> yes,2014-02-04,2f230fc8-8df4-11e3-9ca9-58b035f91c4e
u,you,u -> you,2014-02-04,2f231138-8df4-11e3-a28a-58b035f91c4e
ud,you'd,ud -> you'd,2014-02-04,2f231286-8df4-11e3-a697-58b035f91c4e
yg,young,yg -> young,2014-02-04,2f2313c2-8df4-11e3-b3b6-58b035f91c4e
ur,your,ur -> your,2014-02-04,2f2314f0-8df4-11e3-a65f-58b035f91c4e
yr,you're,yr -> you're,2014-02-04,2f2316f8-8df4-11e3-b853-58b035f91c4e
